h1,title_tag,meta_desc,primer_parrafo,num_parrafos,num_h2,h2_textos,tiene_lista_tabla,num_tags,tags_textos,num_enlaces_internos,parrafo_primer_enlace,ancla_primer_enlace,anclas_todas,palabras_body,img_url,img_ancho,img_alt,autor_jsonld,seccion_jsonld,fecha_publicacion,keywords_jsonld,es_sindicado,error,ruta
Bono a Mil 2026-2027: Cómo consultar con tu cédula si tus hijos están en la lista,Bono a Mil 2026-2027: verifica con tu cédula si tus hijos califican,El Minerd habilitó la consulta del Bono a Mil 2026-2027. Verifica con tu cédula si tus hijos son beneficiarios del incentivo escolar.,"ElBono a Mil 2026-2027ya se encuentra disponible para consulta, luego de que elMinisterio de Educación de la República Dominicana (Minerd)activara el proceso de registro y verificación para que padres, madres y tutores puedan confirmar si sus hijos figuran entre los beneficiarios del programa, que entrega un incentivo deRD$1,000 por cada estudiante inscrito y activo en una escuela pública.",23,5,¿Quiénes reciben el Bono a Mil 2026-2027? | Cómo consultar con tu cédula si tus hijos están en la lista | ¿Dónde obtener el ID del estudiante? | ¿Cómo se cobra el Bono a Mil? | ¿Qué hacer si tus hijos no aparecen en la lista?,True,4,"republica dominicana, subsidios, educación, desarrollo social",7,2.0,año escolar 2026-2027,año escolar 2026-2027 | La caída en bolsa de IBM reabre la mayor duda sobre la inteligencia artificial | Bono a Mil 2026-2027: todo lo que debes saber para acceder al beneficio | ¿Cuánto cuestan los libros de texto para el año escolar 2026-2027 y cómo funciona el ‘cambiazo’ en RD? | al centro educativo | Suscríbete a la revista | regístrate a nuestros newsletters,557,https://revistamercado.do/wp-content/uploads/2026/08/Bono-a-Mil-2026-2027-Cómo-consultar-con-tu-cédula-si-tus-hijos-están-en-la-lista-copy.webp,1560,"Vista posterior de un niño con mochila azul cargando un libro y tomado de la mano de un adulto, superpuesta con la imagen en primer plano de una cédula de identidad dominicana sostenida por una mano.",Andrea Mercedes,Daily News,2026-08-05T12:13:07-04:00,"republica dominicana, subsidios, educación, no-paywall, desarrollo social",False,,/money-invest/daily-news/bono-a-mil-2026-2027-como-consultar-con-tu-cedula-si-tus-hijos-estan-en-la-lista
Champions League 2026-2027: ¿Cómo funcionará y qué cambia para los equipos?,Champions League 2026-27: ¿cómo funcionará el nuevo formato?,La Champions League 2026-27 comienza en septiembre con 36 clubes. Conoce cómo funcionará la fase liga y cuándo se jugarán los partidos.,"LaChampions League 2026-27iniciauna nueva temporada con 36 clubesque competirán bajoel formato de fase liga implementado por la UEFAdesde 2024. El sorteo de esta etapa se realizará este jueves 27 de agosto en Mónaco, donde cada equipo conocerá a sus ocho rivales para la primera parte del torneo.",34,9,¿Cómo será el sorteo de la Champions League 2026-27? | ¿Qué equipos jugarán la Champions League 2026-27? | ¿Cómo funciona el nuevo formato de la Champions League? | ¿Cuándo comienzan los partidos de la Champions League? | ¿Cuándo se jugarán los octavos y la final? | ¿Qué equipos parten como favoritos? | ¿Qué cambia para los equipos con el nuevo sistema? | ¿Qué pasa con los equipos que quedan fuera del top 8? | ¿Dónde se podrá ver el sorteo de la Champions League?,True,5,"UEFA, futbol-internacional, Champions League 2026-27, nuevo formato Champions League, equipos Champions League",9,4.0,"IA, drones y Big Data ¿logrará la tecnología seducir a los jóvenes dominicanos para trabajar en el agro?","IA, drones y Big Data ¿logrará la tecnología seducir a los jóvenes dominicanos para trabajar en el agro? | Champions League | El balón de la “Mano de Dios” de Maradona se vende por US$3,35 millones | Champions League | los clubes más importantes del fútbol europeo | la estrategia de los clubes | Fútbol y negocio: la lluvia de millones de la Champions League | Suscríbete a la revista | regístrate a nuestros newsletters",994,https://revistamercado.do/wp-content/uploads/2026/08/Champions-League-2026-2027-¿Cómo-funcionará-y-qué-cambia-para-los-equipos_-copy.webp,1560,Logotipo blanco de la UEFA Champions League sobre fondo azul con el texto 2026/27 y escudos de clubes de fútbol europeos en círculos al fondo.,Andrea Mercedes,Sport Business,2026-08-27T15:38:12-04:00,"UEFA, no-paywall, futbol-internacional, Champions League 2026-27, nuevo formato Champions League, equipos Champions League",False,,/money-invest/daily-news/champions-league-2026-2027-como-funcionara-y-que-cambia-para-los-equipos
Cinturón de Fuego del Pacífico: qué países lo integran y por qué ocurren tantos terremotos,Cinturón de Fuego: países y por qué hay tantos terremotos,"Conoce qué es el Cinturón de Fuego del Pacífico, qué países abarca y por qué concentra cerca del 90 % de los terremotos del planeta.","También conocido comoAnillo de Fuego del Pacíficoo cinturón circumpacífico, se trata de una extensa zona que rodea gran parte del océano Pacífico y concentra la mayor actividad sísmica y volcánica del planeta.",27,9,¿Qué es el Cinturón de Fuego del Pacífico? | ¿Por qué ocurren tantos terremotos en el Cinturón de Fuego? | ¿Qué países forman parte del Cinturón de Fuego del Pacífico? | ¿Indonesia pertenece realmente al Cinturón de Fuego? | ¿Cuántos volcanes existen en el Cinturón de Fuego? | Los países más expuestos a grandes terremotos | ¿Por qué algunos terremotos generan tsunamis? | Una región que permanece bajo vigilancia permanente | Fuentes,True,8,"Terremotos, tsunami, actividad sísmica, Cinturón de Fuego del Pacífico, Anillo de Fuego, placas tectónicas, terremotos en el mundo, volcanes",2,3.0,¿Está aumentando realmente la cantidad de terremotos en el planeta o es solo una percepción mediática?,"¿Está aumentando realmente la cantidad de terremotos en el planeta o es solo una percepción mediática? | Terremoto en Indonesia hoy, 14 de agosto: sismo de magnitud 7,7 activa alerta de tsunami",840,https://revistamercado.do/wp-content/uploads/2026/08/cinturon-fuego-pacifico-terremotos-mundo.avif,1472,"Mapa del Cinturón de Fuego del Pacífico, la zona donde ocurre la mayor parte de los terremotos y volcanes activos del planeta.",Edwin Lozada,Daily News,2026-08-14T22:50:55-04:00,"no-paywall, Terremotos, tsunami, actividad sísmica, Cinturón de Fuego del Pacífico, Anillo de Fuego, placas tectónicas, terremotos en el mundo, volcanes",False,,/money-invest/daily-news/cinturon-fuego-pacifico-paises-terremotos
Cómo funcionará el recorrido directo en el Metro de Santo Domingo tras eliminar la transferencia en la estación María Montez,Así funcionará la Línea 2C del Metro de Santo Domingo sin transfer,Ahora los pasajeros de la Línea 2C del Metro de Santo Domingo ahora podrán continuar hacia Los Alcarrizos o la Línea 2 sin cambiar de tren.,"ElMetro de Santo Domingocomenzó unanueva etapa de operación para los pasajeros de la Línea 2C, luego deeliminar el transferque se realizaba enla estación María Montez, ubicada en elkilómetro 9 de la autopista Duarte. Desde este domingo, los usuarios pueden continuar dentro del mismo tren sin desmontarse para realizar la conexión con la Línea 2.",26,6,¿Qué cambia para los pasajeros del Metro de Santo Domingo? | ¿Cómo será el recorrido desde Los Alcarrizos? | ¿Qué andén deben utilizar ahora los pasajeros? | ¿Por qué se eliminó el transfer en María Montez? | ¿El Metro de Los Alcarrizos seguirá siendo gratis? | ¿Qué representa el cambio para los usuarios?,True,5,"Santo Domingo, Metro de Santo Domingo, movilidad urbana, transporte publico, opret",8,1.0,Metro de Santo Domingo,Metro de Santo Domingo | Foro Nacional para el Pleno Desarrollo: ¿cómo Meta RD 2036 busca que República Dominicana supere la trampa del ingreso medio? | Metro de Santo Domingo | Metro de Santo Domingo mejora línea 2C: pasajeros de Los Alcarrizos ya no necesitan cambiar de tren | Falla eléctrica paraliza el Metro de Santo Domingo: qué pasó realmente | no tendrán que bajarse del tren | Suscríbete a la revista | regístrate a nuestros newsletters,811,https://revistamercado.do/wp-content/uploads/2026/08/Cómo-funcionará-el-recorrido-directo-en-el-Metro-de-Santo-Domingo-tras-eliminar-la-transferencia-en-la-estación-María-Montez-copy.webp,1560,"Un tren del Metro de Santo Domingo avanzando por una vía elevada, superpuesto con un mapa del trazado de la Línea 2C y sus estaciones hacia Los Alcarrizos.",Andrea Mercedes,Daily News,2026-08-10T13:11:12-04:00,"Santo Domingo, Metro de Santo Domingo, movilidad urbana, transporte publico, no-paywall, opret",False,,/money-invest/daily-news/como-funcionara-el-recorrido-directo-en-el-metro-de-santo-domingo-tras-eliminar-la-transferencia-en-la-estacion-maria-montez
¿Cuáles son los 10 terremotos de magnitud mayor a 7 que se han registrado en el mundo en lo que va de 2026?,¿Cuáles son los terremotos más fuertes de 2026?,"Conoce los terremotos más fuertes de 2026, su magnitud, ubicación, víctimas y daños, desde el sismo de 7.8 en Filipinas hasta el de Colombia.","Losterremotos de magnitud mayor a 7marcan elpanorama sísmico de 2026, con al menos 10 eventos registrados en distintas partes del mundo hasta agosto. Los movimientos de mayor intensidad han afectado principalmente zonas de alta actividad tectónica y han dejado víctimas, daños estructurales y comunidades bajo emergencia.",28,7,Venezuela registró dos de los terremotos más fuertes de 2026 | Filipinas registró el terremoto de mayor magnitud del año | Colombia suma un terremoto de magnitud 7.4 al balance de 2026 | México registró un terremoto de magnitud 7.4 | Japón enfrentó un terremoto de magnitud 6.8 | ¿Por qué algunos terremotos son más destructivos que otros? | 2026 concentra terremotos de gran magnitud en distintas regiones,True,5,"prevención, ciencia, Terremotos, fenómenos naturales, sismologia",10,4.0,¿Está aumentando realmente la cantidad de terremotos en el planeta o es solo una percepción mediática?,¿Está aumentando realmente la cantidad de terremotos en el planeta o es solo una percepción mediática? | Venezuela protagonizó uno de los episodios sísmicos más graves del año | Filipinas fue escenario del terremoto de mayor magnitud | terremoto que afectó a Colombia | Qué es el Anillo de Fuego y por qué concentra los terremotos más fuertes del mundo | México se sumó a la lista de países afectados por grandes movimientos sísmicos | Japón registró uno de los movimientos sísmicos relevantes del año | Expertos sísmicos advierten que República Dominicana está en espera de un gran terremoto | Suscríbete a la revista | regístrate a nuestros newsletters,924,https://revistamercado.do/wp-content/uploads/2026/08/¿Cuáles-son-los-terremotos-de-magnitud-mayor-a-7-que-se-han-registrado-en-el-mundo-en-lo-que-va-de-2026_-1.webp,1560,"Mapa mundi satelital centrado en el Océano Pacífico con diez círculos concéntricos rojos que marcan los epicentros de grandes terremotos en Asia, Oceanía y América.",Andrea Mercedes,Daily News,2026-08-11T12:18:17-04:00,"prevención, ciencia, no-paywall, Terremotos, fenómenos naturales, sismologia",False,,/money-invest/daily-news/cuales-son-los-10-terremotos-de-magnitud-mayor-a-7-que-se-han-registrado-en-el-mundo-en-lo-que-va-de-2026
¿Cuándo empiezan las clases en República Dominicana y cómo garantizar el cupo escolar de tu hijo?,Inicio de clases en República Dominicana: ¿cuándo comienzan?,Más de dos millones de estudiantes regresarán a las aulas el 24 de agosto. Conoce las medidas del Minerd y cómo buscar un cupo escolar.,"Elregreso a clasesenRepública Dominicanaya tiene fecha. ElMinisterio de Educación (Minerd)confirmó que el año escolar 2026-2027 comenzará el lunes 24 de agosto, con más de dos millones de estudiantes convocados a las aulas.",23,6,¿Cómo garantizar el cupo escolar? | Más aulas para responder a la demanda | ¿Cuántos estudiantes regresarán a las aulas? | ¿Qué está haciendo Educación antes del inicio de clases? | ¿Y los colegios privados? | Fecha clave para las familias,False,7,"republica dominicana, educación, regreso a clases, Money Invest, Minerd, noticias-economicas-RD, año escolar",9,1.0,República Dominicana,"República Dominicana | Ministerio de Educación (Minerd) | Pagos globales: ¿cómo Pix, UPI y el euro digital desafían a Visa, Mastercard y el dominio de EE. UU.? | ¿Cuánto cuestan los libros de texto para el año escolar 2026-2027 y cómo funciona el ‘cambiazo’ en RD? | millones de estudiantes | jornadas de supervisión | ¿Por qué el regreso a clases será más caro en 2026? Estas son las principales alzas | Suscríbete a la revista | regístrate a nuestros newsletters",633,https://revistamercado.do/wp-content/uploads/2026/08/¿Cuándo-empiezan-las-clases-en-República-Dominicana-y-cómo-garantizar-el-cupo-escolar-de-tu-hijo_.webp,1560,"Vista posterior de un niño caminando hacia la escuela con mochila escolar azul marino, tomado de la mano de un adulto.",Andrea Mercedes,Daily News,2026-08-18T12:57:42-04:00,"republica dominicana, educación, regreso a clases, no-paywall, Money Invest, Minerd, noticias-economicas-RD, año escolar",False,,/money-invest/daily-news/cuando-empiezan-las-clases-en-republica-dominicana-y-como-garantizar-el-cupo-escolar-de-tu-hijo
Cuántas provincias tendría República Dominicana con la creación de Santa Lucía y Matías Ramón Mella,Las nuevas provincias que podrían cambiar el mapa de RD,"República Dominicana tiene 31 provincias, pero dos proyectos de ley plantean crear Santa Lucía y Matías Ramón Mella y elevar la cifra a 33.",La creación deSanta LucíayMatías Ramón Mellamodificaríala división territorial de República Dominicanasi ambos proyectos de ley son aprobados porel Congreso Nacionaly posteriormente promulgados por elPoder Ejecutivo. Las iniciativas plantean convertir territorios que actualmente pertenecen a las provincias San Juan y Santo Domingo endos nuevas demarcaciones provinciales.,28,6,¿Cuáles son las dos nuevas provincias que se proponen crear? | Santa Lucía se crearía a partir de territorios de San Juan | ¿Qué territorio abarcaría Matías Ramón Mella? | ¿Cuántas provincias tiene actualmente RD? | ¿Cuántas provincias tendría el país si se aprueban ambas propuestas? | ¿Qué falta para crear Santa Lucía y Matías Ramón Mella?,True,4,"provincias de RD, división territorial, territorio dominicano, nuevas provincias RD",10,1.0,el Congreso Nacional,"el Congreso Nacional | República Dominicana | Luis Abinader apuesta por reformas e innovación para acelerar el desarrollo en República Dominicana | ¿Dónde vive la mayoría de los dominicanos? Así se divide la población entre la capital y las provincias | Santo Domingo | República Dominicana | ¿Cómo funcionará el plan del 911 en República Dominicana para instalar más de 10,400 cámaras de seguridad? | República Dominicana | Suscríbete a la revista | regístrate a nuestros newsletters",771,https://revistamercado.do/wp-content/uploads/2026/08/Cuántas-provincias-tendría-República-Dominicana-con-la-creación-de-Santa-Lucía-y-Matías-Ramón-Mella-copy.webp,1560,Mapa ilustrado de la República Dominicana con dos marcadores de ubicación rojos en las zonas de San Juan y Santo Domingo resaltadas en naranja.,Andrea Mercedes,Daily News,2026-08-11T17:15:46-04:00,"no-paywall, provincias de RD, división territorial, territorio dominicano, nuevas provincias RD",False,,/money-invest/daily-news/cuantas-provincias-tendria-republica-dominicana-con-la-creacion-de-santa-lucia-y-matias-ramon-mella
El Minerd delimita ‘Excelencia Sin Barreras’: solo estudiantes de escuelas públicas podrán postular a las becas,¿Quiénes pueden postularse a Excelencia Sin Barreras?,"El programa Excelencia Sin Barreras cubrirá el 100% de la matrícula universitaria, pero solo podrán postular bachilleres 2025-2026.","Elprograma Excelencia Sin Barrerastendrá un universo de beneficiarios previamente definido por elMinisterio de Educación (Minerd), por lo que no estarádisponible para todos los bachilleres del país. ElMinisterio de Educación Superior, Ciencia y Tecnología (Mescyt)aclaró que solo podrán postularse los estudiantes que hayan concluido el bachillerato durante el año escolar 2025-2026 y que formen parte de lascategorías de Máxima Excelencia o Rutas de Méritoestablecidas por el Minerd.",28,7,¿Quiénes pueden postularse a Excelencia Sin Barreras? | ¿Hasta cuándo es la fecha para postularse? | ¿Los estudiantes tendrán que cargar documentos? | ¿Qué hacer si un estudiante elegible no aparece en el sistema? | Excelencia Sin Barreras cubrirá el 100% de la matrícula | ¿Cuál es la diferencia con las Becas Nacionales? | El programa busca eliminar barreras económicas para los estudiantes,True,5,"republica dominicana, educación, Minerd, noticias-economicas-RD, becas rd",9,2.0,Programa de Becas Nacionales,Programa de Becas Nacionales | El boom bursátil de Corea del Sur pone a prueba la primera gran fortuna de la inteligencia artificial | las instituciones de educación superior | Bono a Mil 2026-2027: Cómo consultar con tu cédula si tus hijos están en la lista | la matrícula universitaria | Bono a Mil 2026-2027: todo lo que debes saber para acceder al beneficio | continuar los estudios superiores | Suscríbete a la revista | regístrate a nuestros newsletters,833,https://revistamercado.do/wp-content/uploads/2026/08/El-Minerd-delimita-Excelencia-Sin-Barreras-solo-estudiantes-de-escuelas-públicas-podrán-postular-a-las-becas.webp,1560,"Fachada del edificio azul y blanco del Ministerio de Educación Superior, Ciencia y Tecnología (MESCyT) con su logo en la parte central.",Andrea Mercedes,Daily News,2026-08-13T12:56:21-04:00,"republica dominicana, educación, no-paywall, Minerd, noticias-economicas-RD, becas rd",False,,/money-invest/daily-news/el-minerd-delimita-excelencia-sin-barreras-solo-estudiantes-de-escuelas-publicas-podran-postular-a-las-becas
El misterioso viaje del jefe de la CIA a Moscú: qué se sabe de su reunión secreta con Rusia,Director de la CIA visita Rusia; Moscú califica de positiva la reunión,"El director de la CIA, John Ratcliffe, visitó Moscú este martes en una visita no anunciada. El Kremlin la calificó de positiva, pero...",La visita no fue anunciada. Ratcliffe llegó a Moscú el martes por la mañana y partió esa misma tarde. La CIA no hizo comentarios.,31,2,Un viaje con varias lecturas posibles | Más Mercado,False,4,"Estados Unidos, Rusia, Guerra en Ucrania, John Ratcliffe",6,8.0,¿Por qué Estados Unidos revocará 200 mil visas de turismo y cómo saber si tu visado está afectado?,¿Por qué Estados Unidos revocará 200 mil visas de turismo y cómo saber si tu visado está afectado? | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,568,https://revistamercado.do/wp-content/uploads/2026/08/El-Kremlin-valora-la-visita-del-director-de-la-CIA-a-Moscú-la-primera-desde-el-inicio-de-la-guerra-en-Ucrania.jpg,1315,"El Kremlin valora la visita del director de la CIA a Moscú, la primera desde el inicio de la guerra en Ucrania",Gabriel Rico Albarrán,Internacional,2026-08-26T16:37:55-04:00,"Estados Unidos, Rusia, Guerra en Ucrania, John Ratcliffe",False,,/money-invest/daily-news/el-misterioso-viaje-del-jefe-de-la-cia-a-moscu-que-se-sabe-de-su-reunion-secreta-con-rusia
Haakon VIII asume el trono de Noruega tras la muerte del rey Harald V,Muere el rey Harald V de Noruega; Haakon VIII asume el trono,"El rey Harald V de Noruega falleció este viernes a los 89 años en el Hospital del Reino de Oslo, donde había ingresado el pasado 17 de agosto por una...","Con su muerte, su hijo Haakon, de 53 años, se convirtió de forma automática en el nuevo jefe de Estado del país escandinavo, adoptando el nombre deHaakon VIIIy el lema familiar «Todo por Noruega».",17,2,Un reinado de tres décadas marcado por la estabilidad | Haakon VIII toma el mando,False,2,"Noruega, Harald V de Noruega",6,3.0,Los océanos alcanzan temperaturas récord: hasta 6 °C por encima de lo normal en Europa,Los océanos alcanzan temperaturas récord: hasta 6 °C por encima de lo normal en Europa | La tormenta política en Europa: Por qué los tratados impiden expulsar a España de la zona Schengen | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,581,https://revistamercado.do/wp-content/uploads/2026/08/Muere-el-rey-Harald-V-de-Noruega-a-los-89-años-Haakon-VIII-asume-el-trono-1.jpg,1315,Muere el rey Harald V de Noruega a los 89 años Haakon VIII asume el trono,Gabriel Rico Albarrán,Internacional,2026-08-28T10:54:50-04:00,"Noruega, no-paywall, Harald V de Noruega",False,,/money-invest/daily-news/haakon-viii-asume-el-trono-de-noruega-tras-la-muerte-del-rey-harald-v
Línea 2C del Metro de Santo Domingo comenzará a cobrar tarifa regular: ¿cuánto costará el pasaje?,Línea 2C del Metro de Santo Domingo: ¿cuánto costará el pasaje?,La Línea 2C del Metro de Santo Domingo comenzará a cobrar RD$20 desde este lunes 17 de agosto. También habrá una tarifa integrada de RD$35.,"Luego de varios meses en que los usuarios pudieran usar de forma gratuitala extensión de la Línea 2CdelMetro de Santo Domingo, a partir de este lunes 17 de agosto de 2026 suoperación comercial con el cobro de la tarifa regularvolverá.",23,5,¿Cuánto costará viajar en la Línea 2C del Metro? | ¿Cuándo comienza el cobro de la Línea 2C? | ¿Qué estaciones tiene la Línea 2C del Metro? | ¿Ya no será necesario cambiar de tren? | ¿Qué impacto busca generar la extensión hacia Los Alcarrizos?,True,5,"Santo Domingo, transporte publico, Metro Santo Domingo, noticias-economicas-RD, tarifa integrada",8,1.0,Metro de Santo Domingo,Metro de Santo Domingo | ¿Es China ahora la gran potencia mundial del petróleo? | Metro de Santo Domingo | Cómo funcionará el recorrido directo en el Metro de Santo Domingo tras eliminar la transferencia en la estación María Montez | Metro de Santo Domingo mejora línea 2C: pasajeros de Los Alcarrizos ya no necesitan cambiar de tren | ampliación del Metro | Suscríbete a la revista | regístrate a nuestros newsletters,619,https://revistamercado.do/wp-content/uploads/2026/08/Línea-2C-del-Metro-de-Santo-Domingo-comenzará-a-cobrar-tarifa-regular-¿cuánto-costará-el-pasaje_.webp,1560,Mano de un usuario pasando una tarjeta de pago sobre el lector electrónico de un torniquete del Sistema Integrado de Transporte de Santo Domingo.,Andrea Mercedes,Daily News,2026-08-17T10:57:23-04:00,"Santo Domingo, transporte publico, no-paywall, Metro Santo Domingo, noticias-economicas-RD, tarifa integrada",False,,/money-invest/daily-news/linea-2c-del-metro-de-santo-domingo-comenzara-a-cobrar-tarifa-regular-cuanto-costara-el-pasaje
Los 5 países de América Latina con mayor calidad de vida en 2026: Revelan el ranking de Wharton,Los 5 países de América Latina con mejor calidad de vida en 2026,"México lidera el ranking de calidad de vida en América Latina en 2026, seguido por Argentina, Brasil, Uruguay y Chile, según Wharton.","El ranking analiza a85 países que concentran el 93% del PIB mundial y el 78% de la población global, y evalúa distintos factores relacionados con la percepción internacional de las naciones.",34,3,"México lidera el ranking de calidad de vida en América Latina | Argentina, Brasil y Uruguay completan los primeros puestos | ¿Qué países latinoamericanos quedaron más rezagados?",False,4,"banca-latinoamerica, paises-latinoamerica-mayor-morosidad-bancaria-ranking, morosidad-bancaria, economia-latinoamerica",16,3.0,América Latina,"América Latina | Rusia no ve que la pelota esté en su tejado en relación con las negociaciones con Ucrania | Estados Unidos | Canadá | Países con mayor deuda con el FMI: El ranking de las economías más endeudadas | Argentina ocupa el segundo lugar de América Latina | la inflación | Brasil | Top 10 de países donde la riqueza está más concentrada en 2026, según informe de UBS | Brasil | Cuáles son los 10 países con el peor tráfico y más tiempo perdido en América Latina? | Perú | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters",882,https://revistamercado.do/wp-content/uploads/2026/08/Los-5-países-de-América-Latina-con-mayor-calidad-de-vida-en-2026-según-clasificación-de-Wharton.webp,1560,"Vista panorámica de Zúrich, Suiza, con el río Limmat, edificios históricos, iglesias y una zona urbana rodeada de colinas, representando una ciudad con alta calidad de vida.",Jhojhanni Fiorini,Internacional,2026-08-04T11:50:56-04:00,"no-paywall, banca-latinoamerica, paises-latinoamerica-mayor-morosidad-bancaria-ranking, morosidad-bancaria, economia-latinoamerica",False,,/money-invest/daily-news/los-5-paises-de-america-latina-con-mayor-calidad-de-vida-en-2026-revelan-el-ranking-de-wharton
Los presidentes mejor pagados del mundo: cuánto ganan y qué representa su salario en cada país,"Cuánto ganan los presidentes del mundo: Trump, Milei y Sánchez","Conoce cuánto ganan los presidentes del mundo. Comparamos los salarios mensuales de Donald Trump, Javier Milei y Pedro Sánchez.","En ese escenario,Javier Mileiaparece en el extremo más austero del ranking, con un ingreso mensual de US$ 2,800.",27,3,"Milei, el presidente más austero del ranking mundial | Trump lidera el ranking y Europa concentra algunos de los salarios más altos | Sánchez, Lula y Sheinbaum: cuánto cobran otros líderes mundiales",False,8,"dinero, salarios, ranking, Money Invest, las-mundiales, noticias dominicanas, presidentes, sueldos-politicos",10,1.0,Javier Milei,Javier Milei | Donald Trump | El presidente Abinader reorganiza el gobierno y anuncia más cambios | Países más poderosos del mundo: ¿cuáles encabezan el ranking de influencias y cómo se ubican América Latina? | Los 10 millonarios más ricos de Latinoamérica en 2026: Así marchan sus fortunas a mitad de año | Los multimillonarios más jóvenes del mundo en 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,731,https://revistamercado.do/wp-content/uploads/2026/08/¿Cuánto-ganan-los-presidentes-del-mundo-ranking-de-salarios-mensuales-Trump-Milei-y-Sánchez-copy.webp,1560,"Composición de tres líderes políticos frente a las banderas de España, Estados Unidos y Argentina, con billetes de sus respectivos países superpuestos, en referencia a los salarios presidenciales.",Jhojhanni Fiorini,Internacional,2026-08-17T14:29:18-04:00,"dinero, salarios, ranking, no-paywall, Money Invest, las-mundiales, noticias dominicanas, presidentes, sueldos-politicos",False,,/money-invest/daily-news/los-presidentes-mejor-pagados-del-mundo-cuanto-ganan-y-que-representa-su-salario-en-cada-pais
Nuevo Código Penal entra en vigor en República Dominicana: estos son los principales cambios,¿Qué cambia con el nuevo Código Penal en RD?,"La Ley 74-25 entra en vigor con nuevos delitos, penas de hasta 40 años y cambios que transforman el sistema penal dominicano.","La aplicación delnuevo Código Penalinicia este 3 de agosto enRepública Dominicana, una reforma que sustituye la legislación vigente desde 1884 y marca un cambio histórico para el sistema de justicia penal del país. La entrada en vigor ocurre un año después de la promulgación dela Ley 74-25, cumpliendo el plazo de 12 meses establecido en su artículo 393.",25,6,Nuevo Código Penal reemplaza una ley con más de 140 años | Penas de hasta 40 años y acumulaciones de 60 años | Nuevos delitos que incorpora la legislación | Un Código que sigue bajo debate | Los temas que marcaron casi tres décadas de discusión | Nuevo escenario para la justicia dominicana,True,3,"Código Penal, Ley 74-25, noticias RD",9,1.0,nuevo Código Penal,nuevo Código Penal | El capitalismo de Elon Musk que Adam Smith no aprobaría | el Código Penal | Abinader oficializa el Código Penal y designa comisión para evaluar futuras reformas | ¿Qué cambia en la justicia dominicana? Desglose de los artículos clave del nuevo Código Penal | nuevo Código Penal | nuevo Código Penal | Suscríbete a la revista | regístrate a nuestros newsletters,613,https://revistamercado.do/wp-content/uploads/2026/08/Nuevo-Código-Penal-entra-en-vigor-en-República-Dominicana-estos-son-los-principales-cambios.webp,1560,"Un libro del Código Penal de la República Dominicana sobre un escritorio de madera junto a un mazo de juez, una balanza de la justicia y la bandera dominicana al fondo.",Andrea Mercedes,Daily News,2026-08-03T10:23:32-04:00,"no-paywall, Código Penal, Ley 74-25, noticias RD",False,,/money-invest/daily-news/nuevo-codigo-penal-entra-en-vigor-en-republica-dominicana-estos-son-los-principales-cambios
Países más poderosos del mundo: ¿cuáles encabezan el ranking de influencias y cómo se ubican América Latina?,Países más poderosos del mundo: ranking y América Latina,"Conoce el ranking de los países más poderosos del mundo en 2025. Estados Unidos lidera, seguido de China y Rusia.","En un escenario internacional cada vez más competitivo,la influencia política, el peso económico, las alianzas internacionales, la capacidad militar y la presencia en los principales debates globalesson factores determinantes.",21,3,"Estados Unidos, China y Rusia dominan el ranking mundial | América Latina: Brasil lidera, México gana protagonismo | ¿Qué determina el poder de una nación?",False,5,"Internacional, economia, actualidad, Geopolítica, potencias-mundiales",9,2.0,China,China | Rusia | El Congreso podría devolver a Trump una amplia autoridad arancelaria tras el fallo de la Corte Suprema | Los 10 millonarios más ricos de Latinoamérica en 2026: Así marchan sus fortunas a mitad de año | Los multimillonarios más jóvenes del mundo en 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,662,https://revistamercado.do/wp-content/uploads/2026/08/Países-más-poderosos-del-mundo-¿cuáles-encabezan-el-ranking-de-influencias-y-cómo-se-ubican-América-Latina.webp,1560,"Vista panorámica de Londres al atardecer con el Tower Bridge sobre el río Támesis, edificios modernos del distrito financiero al fondo y el rascacielos The Shard destacando en el horizonte.",Jhojhanni Fiorini,Internacional,2026-08-12T12:47:06-04:00,"Internacional, economia, actualidad, Geopolítica, no-paywall, potencias-mundiales",False,,/money-invest/daily-news/paises-mas-poderosos-del-mundo-cuales-encabezan-el-ranking-de-influencias-y-como-se-ubican-america-latina
